
0,77.01945498232126,172.42002004099396,1131.0,1,1,Veteran,PSO,2,TT,0,205695
1,75.13006016312676,257.4390269838069,1185.0,1,1,Veteran,PSO,2,TT,0,205696
2,77.41028341281532,212.56569665260494,798.0,1,1,Veteran,PSO,2,TT,0,205697
3,75.48239391443019,350.8440059276364,1141.0,1,1,Veteran,PSO,2,TT,0,205698
4,73.63582574607852,350.60488380882066,808.0,1,1,Veteran,PSO,2,TT,0,205699
5,74.99406054382236,207.50087051736327,1075.0,1,1,Veteran,PSO,2,TT,0,205700
6,79.23244635466503,345.4212957582256,871.0,1,1,Veteran,PSO,2,TT,0,205701
7,76.95476787134338,216.59146688206644,859.0,1,1,Veteran,PSO,2,TT,0,205702
8,76.75230470881829,256.012571986336,1172.0,1,1,Veteran,PSO,2,TT,0,205703
9,70.24005074836268,209.6920572791992,1130.0,1,1,Veteran,PSO,2,TT,0,205704
10,79.32950196908946,300.1865479090236,1181.0,1,1,Veteran,PSO,2,TT,0,205705
11,74.30060193272094,293.538092862145,1192.0,1,1,Veteran,PSO,2,TT,0,205706
12,76.47992990979517,258.75422552750877,1177.0,1,1,Veteran,PSO,2,TT,0,205707
13,75.92284614609984,231.23015492407066,1152.0,1,1,Veteran,PSO,2,TT,0,205708
14,70.2119785709092,212.43230379631154,805.0,1,1,Veteran,PSO,2,TT,0,205709
15,78.16922492758168,248.37710608102552,1031.0,1,1,Veteran,PSO,2,TT,0,167925
16,73.41080362896567,173.15117230768448,808.0,1,1,Veteran,PSO,2,TT,0,205711
17,73.17173422633078,535.9597396118656,870.0,1,1,Veteran,PSO,2,TT,0,205712
18,75.20123402301185,210.6903755116712,846.0,1,1,Veteran,PSO,2,TT,0,205713
19,72.04176940713018,232.027635263155,852.0,1,1,Veteran,PSO,2,TT,0,205714
20,73.78240683055131,323.22351917483894,1132.0,1,1,Veteran,PSO,2,TT,0,205715
21,72.71665764563328,210.05648022170263,1078.0,1,1,Veteran,PSO,2,TT,0,205716
22,75.99787035488455,378.87183656877903,1073.0,1,1,Veteran,PSO,2,TT,0,205717
23,78.52321404831059,279.8690771692574,1184.0,1,1,Veteran,PSO,2,TT,0,205718
24,71.11193872100102,765.957367511068,1205.0,1,1,Veteran,PSO,2,TT,0,205719
25,76.14629275379066,323.78151082188015,1094.0,1,1,Veteran,PSO,2,TT,0,205720
26,76.36393750437793,244.6625350020059,1062.0,1,1,Veteran,PSO,2,TT,0,167936
27,75.29002493302218,337.9737784722125,1046.0,1,1,Veteran,PSO,2,TT,0,205722
28,78.05952716515255,265.9458721654988,1149.0,1,1,Veteran,PSO,2,TT,0,205723
29,71.68120556549113,281.8587633828042,1194.0,1,1,Veteran,PSO,2,TT,0,205724
30,76.24393741184906,230.0313292117333,1160.0,1,1,Veteran,PSO,2,TT,0,205725
31,73.41736664979618,232.09620790615764,801.0,1,1,Veteran,PSO,2,TT,0,205726
32,74.67712782328606,359.53700630481416,814.0,1,1,Veteran,PSO,2,TT,0,205727
33,75.64006901273066,229.95712051232002,853.0,1,1,Veteran,PSO,2,TT,0,205728
34,73.87124547951632,169.88521077175008,1187.0,1,1,Veteran,PSO,2,TT,0,205729
