
0,0.03976514544969309,0.9265294453973699,465562.0,1,1,Pen,DEBin,5,TT,1,378780
1,0.03749666399786496,0.9262435677530018,652480.0,1,1,Pen,DEBin,5,TT,1,378781
2,0.04190018681611956,0.9205260148656376,360503.0,1,1,Pen,DEBin,5,TT,1,378782
3,0.03843074459567654,0.9165237278444825,559898.0,1,1,Pen,DEBin,5,TT,1,378783
4,0.040565785962103015,0.9116638078902229,631924.0,1,1,Pen,DEBin,5,TT,1,378784
5,0.03976514544969309,0.9285305889079474,449939.0,1,1,Pen,DEBin,5,TT,1,378785
6,0.039097945022684814,0.9408233276157805,648890.0,1,1,Pen,DEBin,5,TT,1,378786
7,0.03896450493728316,0.9279588336192109,649471.0,1,1,Pen,DEBin,5,TT,1,378787
8,0.03549506271684014,0.9293882218410521,653638.0,1,1,Pen,DEBin,5,TT,1,378788
9,0.04123298638911129,0.9150943396226415,649708.0,1,1,Pen,DEBin,5,TT,1,378789
10,0.03896450493728316,0.9230989136649514,649673.0,1,1,Pen,DEBin,5,TT,1,378790
11,0.040032025620496396,0.9302458547741567,649363.0,1,1,Pen,DEBin,5,TT,1,378791
12,0.03763010408326661,0.9179531160663236,477571.0,1,1,Pen,DEBin,5,TT,1,378792
13,0.03776354416866827,0.9028016009148084,651309.0,1,1,Pen,DEBin,5,TT,1,378793
14,0.038564184681078195,0.9142367066895369,651463.0,1,1,Pen,DEBin,5,TT,1,378794
15,0.03776354416866827,0.9068038879359634,649425.0,1,1,Pen,DEBin,5,TT,1,378795
16,0.040565785962103015,0.8936535162950258,651223.0,1,1,Pen,DEBin,5,TT,1,378796
17,0.03776354416866827,0.9325328759291024,624017.0,1,1,Pen,DEBin,5,TT,1,378797
19,0.04136642647451294,0.9179531160663236,660802.0,1,1,Pen,DEBin,5,TT,1,378799
20,0.04176674673071791,0.9093767867352773,625346.0,1,1,Pen,DEBin,5,TT,1,378800
21,0.039097945022684814,0.9313893653516295,625345.0,1,1,Pen,DEBin,5,TT,1,378801
22,0.03789698425406992,0.9322469982847341,465641.0,1,1,Pen,DEBin,5,TT,1,378802
23,0.04043234587670136,0.9210977701543739,647833.0,1,1,Pen,DEBin,5,TT,1,378803
24,0.03976514544969309,0.915666094911378,590434.0,1,1,Pen,DEBin,5,TT,1,378804
25,0.038564184681078195,0.9165237278444825,666237.0,1,1,Pen,DEBin,5,TT,1,378805
26,0.039631705364291434,0.9262435677530018,590207.0,1,1,Pen,DEBin,5,TT,1,378806
27,0.040032025620496396,0.9010863350485991,545070.0,1,1,Pen,DEBin,5,TT,1,378807
28,0.03976514544969309,0.922527158376215,575596.0,1,1,Pen,DEBin,5,TT,1,378808
29,0.03989858553509474,0.9248141795311606,545445.0,1,1,Pen,DEBin,5,TT,1,378809
18,0.04016546570589805,0.9291023441966838,598824.0,1,1,Pen,DEBin,5,TT,1,391346
30,0.03936482519348812,0.9376786735277302,628626.0,1,1,Pen,DEBin,5,TT,1,391826
31,0.03976514544969309,0.9245283018867925,767576.0,1,1,Pen,DEBin,5,TT,1,380706
33,0.03869762476647985,0.9045168667810177,714744.0,1,1,Pen,DEBin,5,TT,1,380786
32,0.04029890579129971,0.9245283018867925,775659.0,1,1,Pen,DEBin,5,TT,1,380746
